id,label,label_str,source,category,duplicate_group,heldout_category,split
article_0654,0,Non-clickbait,Thanh Niên,Other,2609,Giải trí & Showbiz,train
article_0655,0,Non-clickbait,Thanh Niên,Other,2610,Giải trí & Showbiz,train
article_0658,0,Non-clickbait,Thanh Niên,Other,2611,Giải trí & Showbiz,train
article_0659,1,Clickbait,Thanh Niên,Other,2612,Giải trí & Showbiz,train
article_0660,1,Clickbait,Thanh Niên,Other,2613,Giải trí & Showbiz,train
article_0661,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2614,Giải trí & Showbiz,train
article_0663,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2615,Giải trí & Showbiz,train
article_0666,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2616,Giải trí & Showbiz,train
article_0667,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2617,Giải trí & Showbiz,train
article_0669,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2618,Giải trí & Showbiz,train
article_0670,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2619,Giải trí & Showbiz,train
article_0674,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,2620,Giải trí & Showbiz,train
article_0679,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2621,Giải trí & Showbiz,train
article_0695,1,Clickbait,Kênh14,Giải trí & Showbiz,2622,Giải trí & Showbiz,test
article_0696,1,Clickbait,Kênh14,Giải trí & Showbiz,2623,Giải trí & Showbiz,test
article_0697,1,Clickbait,Kênh14,Giải trí & Showbiz,2624,Giải trí & Showbiz,test
article_0700,1,Clickbait,SaoStar,Quốc tế,2625,Giải trí & Showbiz,train
article_0701,1,Clickbait,SaoStar,Quốc tế,2626,Giải trí & Showbiz,train
article_0702,0,Non-clickbait,SaoStar,Quốc tế,2627,Giải trí & Showbiz,train
article_0704,1,Clickbait,SaoStar,Quốc tế,2628,Giải trí & Showbiz,train
article_0705,1,Clickbait,SaoStar,Quốc tế,2629,Giải trí & Showbiz,train
article_0706,0,Non-clickbait,SaoStar,Quốc tế,2630,Giải trí & Showbiz,train
article_0707,1,Clickbait,SaoStar,Quốc tế,2631,Giải trí & Showbiz,train
article_0711,1,Clickbait,SaoStar,Quốc tế,2632,Giải trí & Showbiz,train
article_0712,1,Clickbait,SaoStar,Quốc tế,2633,Giải trí & Showbiz,train
article_0713,1,Clickbait,SaoStar,Quốc tế,2634,Giải trí & Showbiz,train
article_0715,1,Clickbait,SaoStar,Quốc tế,2635,Giải trí & Showbiz,train
article_0716,1,Clickbait,SaoStar,Quốc tế,2636,Giải trí & Showbiz,train
article_0717,1,Clickbait,SaoStar,Quốc tế,2637,Giải trí & Showbiz,train
article_0718,1,Clickbait,SaoStar,Quốc tế,2638,Giải trí & Showbiz,train
article_0719,1,Clickbait,SaoStar,Quốc tế,2639,Giải trí & Showbiz,train
article_0720,1,Clickbait,SaoStar,Quốc tế,2640,Giải trí & Showbiz,train
article_0722,1,Clickbait,SaoStar,Quốc tế,2641,Giải trí & Showbiz,train
article_0723,1,Clickbait,SaoStar,Quốc tế,2642,Giải trí & Showbiz,train
article_0725,1,Clickbait,SaoStar,Quốc tế,2643,Giải trí & Showbiz,train
article_0726,1,Clickbait,SaoStar,Quốc tế,2644,Giải trí & Showbiz,train
article_0728,1,Clickbait,SaoStar,Quốc tế,2645,Giải trí & Showbiz,train
article_0729,1,Clickbait,24h,Chính trị & An ninh,2646,Giải trí & Showbiz,train
article_0731,0,Non-clickbait,24h,Chính trị & An ninh,2647,Giải trí & Showbiz,train
article_0732,1,Clickbait,24h,Chính trị & An ninh,2648,Giải trí & Showbiz,train
article_0733,1,Clickbait,24h,Chính trị & An ninh,2649,Giải trí & Showbiz,train
article_0738,1,Clickbait,24h,Chính trị & An ninh,2650,Giải trí & Showbiz,train
article_0739,0,Non-clickbait,24h,Chính trị & An ninh,2651,Giải trí & Showbiz,train
article_0740,1,Clickbait,24h,Chính trị & An ninh,2652,Giải trí & Showbiz,train
article_0756,1,Clickbait,24h,Chính trị & An ninh,2653,Giải trí & Showbiz,train
article_0814,1,Clickbait,Báo Mới,Other,2654,Giải trí & Showbiz,train
article_0831,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2655,Giải trí & Showbiz,train
article_0848,1,Clickbait,VnExpress,Công nghệ & Khoa học,2656,Giải trí & Showbiz,train
article_0877,1,Clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,2657,Giải trí & Showbiz,train
article_0883,1,Clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,2658,Giải trí & Showbiz,train
article_0885,1,Clickbait,Tuổi Trẻ,Kinh doanh & Kinh tế,2659,Giải trí & Showbiz,train
article_0894,1,Clickbait,Thanh Niên,Other,2660,Giải trí & Showbiz,train
article_0897,1,Clickbait,Thanh Niên,Kinh doanh & Kinh tế,2661,Giải trí & Showbiz,train
article_0908,1,Clickbait,Thanh Niên,Other,2662,Giải trí & Showbiz,train
article_0909,1,Clickbait,Thanh Niên,Other,2663,Giải trí & Showbiz,train
article_0922,1,Clickbait,Thanh Niên,Kinh doanh & Kinh tế,2664,Giải trí & Showbiz,train
article_0924,1,Clickbait,Thanh Niên,Other,2665,Giải trí & Showbiz,train
article_0928,1,Clickbait,Thanh Niên,Other,2666,Giải trí & Showbiz,train
article_0934,1,Clickbait,Thanh Niên,Other,2667,Giải trí & Showbiz,train
article_0935,1,Clickbait,Thanh Niên,Other,2668,Giải trí & Showbiz,train
article_0936,1,Clickbait,Thanh Niên,Other,2669,Giải trí & Showbiz,train
article_0944,1,Clickbait,VietNamNet,Thể thao,2670,Giải trí & Showbiz,train
article_0946,1,Clickbait,VietNamNet,Thể thao,2671,Giải trí & Showbiz,train
article_0947,1,Clickbait,VietNamNet,Thể thao,2672,Giải trí & Showbiz,train
article_0953,1,Clickbait,VietNamNet,Thể thao,2673,Giải trí & Showbiz,train
article_0955,0,Non-clickbait,VietNamNet,Thể thao,2674,Giải trí & Showbiz,train
article_0957,1,Clickbait,VietNamNet,Thể thao,2675,Giải trí & Showbiz,train
article_0960,1,Clickbait,VietNamNet,Thể thao,2676,Giải trí & Showbiz,train
article_0977,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2677,Giải trí & Showbiz,test
article_0978,1,Clickbait,SaoStar,Giải trí & Showbiz,2678,Giải trí & Showbiz,test
article_0979,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2679,Giải trí & Showbiz,test
article_0980,1,Clickbait,SaoStar,Giải trí & Showbiz,2680,Giải trí & Showbiz,test
article_0982,1,Clickbait,SaoStar,Giải trí & Showbiz,2681,Giải trí & Showbiz,test
article_0984,1,Clickbait,SaoStar,Giải trí & Showbiz,2682,Giải trí & Showbiz,test
article_0985,1,Clickbait,SaoStar,Giải trí & Showbiz,2683,Giải trí & Showbiz,test
article_0986,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2684,Giải trí & Showbiz,test
article_0987,1,Clickbait,SaoStar,Giải trí & Showbiz,2685,Giải trí & Showbiz,test
article_0988,1,Clickbait,SaoStar,Giải trí & Showbiz,2686,Giải trí & Showbiz,test
article_0989,1,Clickbait,SaoStar,Giải trí & Showbiz,2687,Giải trí & Showbiz,test
article_0992,1,Clickbait,SaoStar,Giải trí & Showbiz,2688,Giải trí & Showbiz,test
article_0996,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2689,Giải trí & Showbiz,test
article_1002,1,Clickbait,SaoStar,Giải trí & Showbiz,2690,Giải trí & Showbiz,test
article_1003,1,Clickbait,SaoStar,Giải trí & Showbiz,2691,Giải trí & Showbiz,test
article_1005,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2692,Giải trí & Showbiz,train
article_1006,1,Clickbait,24h,Kinh doanh & Kinh tế,2693,Giải trí & Showbiz,train
article_1007,1,Clickbait,24h,Kinh doanh & Kinh tế,2694,Giải trí & Showbiz,train
article_1009,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2695,Giải trí & Showbiz,train
article_1010,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2696,Giải trí & Showbiz,train
article_1011,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2697,Giải trí & Showbiz,train
article_1012,1,Clickbait,24h,Kinh doanh & Kinh tế,2698,Giải trí & Showbiz,train
article_1013,1,Clickbait,24h,Kinh doanh & Kinh tế,536,Giải trí & Showbiz,train
article_1014,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2699,Giải trí & Showbiz,train
article_1015,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2700,Giải trí & Showbiz,train
article_1016,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2701,Giải trí & Showbiz,train
article_1017,1,Clickbait,24h,Kinh doanh & Kinh tế,2702,Giải trí & Showbiz,train
article_1018,1,Clickbait,24h,Kinh doanh & Kinh tế,2703,Giải trí & Showbiz,train
article_1019,1,Clickbait,24h,Kinh doanh & Kinh tế,2704,Giải trí & Showbiz,train
article_1020,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2705,Giải trí & Showbiz,train
article_1021,1,Clickbait,24h,Kinh doanh & Kinh tế,2706,Giải trí & Showbiz,train
article_1022,1,Clickbait,24h,Kinh doanh & Kinh tế,2707,Giải trí & Showbiz,train
article_1024,1,Clickbait,24h,Kinh doanh & Kinh tế,2708,Giải trí & Showbiz,train
article_1029,1,Clickbait,24h,Kinh doanh & Kinh tế,2709,Giải trí & Showbiz,train
article_1031,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2710,Giải trí & Showbiz,train
article_1032,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2711,Giải trí & Showbiz,train
article_1033,1,Clickbait,24h,Kinh doanh & Kinh tế,2712,Giải trí & Showbiz,train
article_1034,1,Clickbait,24h,Kinh doanh & Kinh tế,2713,Giải trí & Showbiz,train
article_1041,1,Clickbait,24h,Other,2714,Giải trí & Showbiz,train
article_1044,1,Clickbait,24h,Kinh doanh & Kinh tế,2715,Giải trí & Showbiz,train
article_1051,0,Non-clickbait,Báo Mới,Other,2716,Giải trí & Showbiz,train
article_1057,1,Clickbait,Báo Mới,Other,2717,Giải trí & Showbiz,train
article_1073,1,Clickbait,Báo Mới,Other,2718,Giải trí & Showbiz,train
article_1074,1,Clickbait,Báo Mới,Văn hóa & Nghệ thuật,2719,Giải trí & Showbiz,train
article_1075,1,Clickbait,Báo Mới,Other,2720,Giải trí & Showbiz,train
article_1076,1,Clickbait,Báo Mới,Văn hóa & Nghệ thuật,2721,Giải trí & Showbiz,train
article_1077,1,Clickbait,Báo Mới,Other,2722,Giải trí & Showbiz,train
article_1085,1,Clickbait,Báo Mới,Other,2723,Giải trí & Showbiz,train
article_1096,1,Clickbait,Báo Mới,Other,2724,Giải trí & Showbiz,train
article_1117,1,Clickbait,VnExpress,Other,2725,Giải trí & Showbiz,train
article_1131,1,Clickbait,VnExpress,Other,2726,Giải trí & Showbiz,train
article_1164,1,Clickbait,VnExpress,Other,2727,Giải trí & Showbiz,train
article_1167,1,Clickbait,VnExpress,Other,2728,Giải trí & Showbiz,train
article_1173,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2729,Giải trí & Showbiz,train
article_1175,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2730,Giải trí & Showbiz,train
article_1179,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2731,Giải trí & Showbiz,train
article_1180,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2732,Giải trí & Showbiz,train
article_1181,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2733,Giải trí & Showbiz,train
article_1182,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2734,Giải trí & Showbiz,train
article_1183,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2735,Giải trí & Showbiz,train
article_1184,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2736,Giải trí & Showbiz,train
article_1185,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2737,Giải trí & Showbiz,train
article_1186,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2738,Giải trí & Showbiz,train
article_1188,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2739,Giải trí & Showbiz,train
article_1189,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2740,Giải trí & Showbiz,train
article_1190,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2741,Giải trí & Showbiz,train
article_1191,1,Clickbait,Thanh Niên,Other,2742,Giải trí & Showbiz,train
article_1193,1,Clickbait,Thanh Niên,Other,2743,Giải trí & Showbiz,train
article_1195,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2744,Giải trí & Showbiz,train
article_1196,1,Clickbait,Thanh Niên,Chính trị & An ninh,2745,Giải trí & Showbiz,train
article_1197,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2746,Giải trí & Showbiz,train
article_1201,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2747,Giải trí & Showbiz,train
article_1202,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2748,Giải trí & Showbiz,train
article_1205,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2749,Giải trí & Showbiz,train
article_1206,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2750,Giải trí & Showbiz,train
article_1207,1,Clickbait,Thanh Niên,Other,2751,Giải trí & Showbiz,train
article_1209,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2752,Giải trí & Showbiz,train
article_1221,1,Clickbait,Thanh Niên,Other,2753,Giải trí & Showbiz,train
article_1222,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2754,Giải trí & Showbiz,train
article_1226,1,Clickbait,Thanh Niên,Other,2755,Giải trí & Showbiz,train
article_1230,1,Clickbait,Thanh Niên,Other,2756,Giải trí & Showbiz,train
article_1231,1,Clickbait,Thanh Niên,Other,2757,Giải trí & Showbiz,train
article_1234,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2758,Giải trí & Showbiz,train
article_1236,1,Clickbait,Thanh Niên,Other,2759,Giải trí & Showbiz,train
article_1240,0,Non-clickbait,Thanh Niên,Other,2760,Giải trí & Showbiz,train
article_1244,1,Clickbait,VietNamNet,Giáo dục & Học đường,2761,Giải trí & Showbiz,train
article_1250,1,Clickbait,VietNamNet,Giáo dục & Học đường,2762,Giải trí & Showbiz,train
article_1251,1,Clickbait,VietNamNet,Giáo dục & Học đường,2763,Giải trí & Showbiz,train
article_1252,1,Clickbait,VietNamNet,Giáo dục & Học đường,2764,Giải trí & Showbiz,train
article_1255,1,Clickbait,VietNamNet,Giáo dục & Học đường,2765,Giải trí & Showbiz,train
article_1256,1,Clickbait,VietNamNet,Giáo dục & Học đường,2766,Giải trí & Showbiz,train
article_1257,1,Clickbait,Kênh14,Giải trí & Showbiz,2767,Giải trí & Showbiz,test
article_1265,1,Clickbait,SaoStar,Giải trí & Showbiz,2768,Giải trí & Showbiz,test
article_1266,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2769,Giải trí & Showbiz,test
article_1267,1,Clickbait,SaoStar,Giải trí & Showbiz,2770,Giải trí & Showbiz,test
article_1268,1,Clickbait,SaoStar,Giải trí & Showbiz,2771,Giải trí & Showbiz,test
article_1269,1,Clickbait,SaoStar,Giải trí & Showbiz,2772,Giải trí & Showbiz,test
article_1271,1,Clickbait,SaoStar,Giải trí & Showbiz,2773,Giải trí & Showbiz,test
article_1272,1,Clickbait,SaoStar,Giải trí & Showbiz,2774,Giải trí & Showbiz,test
article_1273,1,Clickbait,SaoStar,Giải trí & Showbiz,2775,Giải trí & Showbiz,test
article_1274,1,Clickbait,SaoStar,Giải trí & Showbiz,2776,Giải trí & Showbiz,test
article_1275,1,Clickbait,SaoStar,Giải trí & Showbiz,2777,Giải trí & Showbiz,test
article_1277,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2778,Giải trí & Showbiz,test
article_1278,1,Clickbait,SaoStar,Giải trí & Showbiz,2779,Giải trí & Showbiz,test
article_1282,1,Clickbait,SaoStar,Giải trí & Showbiz,2780,Giải trí & Showbiz,test
article_1283,1,Clickbait,SaoStar,Giải trí & Showbiz,2781,Giải trí & Showbiz,test
article_1284,1,Clickbait,SaoStar,Giải trí & Showbiz,2782,Giải trí & Showbiz,test
article_1285,1,Clickbait,SaoStar,Giải trí & Showbiz,2783,Giải trí & Showbiz,test
article_1286,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2784,Giải trí & Showbiz,test
article_1287,1,Clickbait,SaoStar,Giải trí & Showbiz,2785,Giải trí & Showbiz,test
article_1289,1,Clickbait,SaoStar,Giải trí & Showbiz,2786,Giải trí & Showbiz,test
article_1290,1,Clickbait,SaoStar,Giải trí & Showbiz,2787,Giải trí & Showbiz,test
article_1291,1,Clickbait,SaoStar,Giải trí & Showbiz,2788,Giải trí & Showbiz,test
article_1292,1,Clickbait,SaoStar,Giải trí & Showbiz,2789,Giải trí & Showbiz,test
article_1296,1,Clickbait,24h,Kinh doanh & Kinh tế,2790,Giải trí & Showbiz,train
article_1298,1,Clickbait,24h,Other,2791,Giải trí & Showbiz,train
article_1300,1,Clickbait,24h,Kinh doanh & Kinh tế,2792,Giải trí & Showbiz,train
article_1301,1,Clickbait,24h,Kinh doanh & Kinh tế,2793,Giải trí & Showbiz,train
article_1303,1,Clickbait,24h,Kinh doanh & Kinh tế,2794,Giải trí & Showbiz,train
article_1304,1,Clickbait,24h,Kinh doanh & Kinh tế,2795,Giải trí & Showbiz,train
article_1305,1,Clickbait,24h,Kinh doanh & Kinh tế,2796,Giải trí & Showbiz,train
article_1306,1,Clickbait,24h,Kinh doanh & Kinh tế,2797,Giải trí & Showbiz,train
article_1309,1,Clickbait,24h,Kinh doanh & Kinh tế,2798,Giải trí & Showbiz,train
article_1312,1,Clickbait,24h,Kinh doanh & Kinh tế,2799,Giải trí & Showbiz,train
article_1314,1,Clickbait,24h,Kinh doanh & Kinh tế,2800,Giải trí & Showbiz,train
article_1316,1,Clickbait,24h,Kinh doanh & Kinh tế,2801,Giải trí & Showbiz,train
article_1318,1,Clickbait,24h,Kinh doanh & Kinh tế,2802,Giải trí & Showbiz,train
article_1320,1,Clickbait,Báo Mới,Other,2803,Giải trí & Showbiz,train
article_1322,1,Clickbait,Báo Mới,Other,2804,Giải trí & Showbiz,train
article_1331,1,Clickbait,Báo Mới,Kinh doanh & Kinh tế,2805,Giải trí & Showbiz,train
article_1332,1,Clickbait,Báo Mới,Other,2806,Giải trí & Showbiz,train
article_1336,1,Clickbait,Báo Mới,Other,2807,Giải trí & Showbiz,train
article_1337,0,Non-clickbait,Báo Mới,Other,2808,Giải trí & Showbiz,train
article_1339,1,Clickbait,Báo Mới,Other,2809,Giải trí & Showbiz,train
article_1354,1,Clickbait,Báo Mới,Other,2810,Giải trí & Showbiz,train
article_1355,1,Clickbait,Báo Mới,Other,2811,Giải trí & Showbiz,train
article_1379,1,Clickbait,VnExpress,Other,2812,Giải trí & Showbiz,train
article_1381,1,Clickbait,VnExpress,Other,2813,Giải trí & Showbiz,train
article_1384,1,Clickbait,VnExpress,Other,2814,Giải trí & Showbiz,train
article_1385,1,Clickbait,VnExpress,Other,2815,Giải trí & Showbiz,train
article_1386,1,Clickbait,VnExpress,Other,2816,Giải trí & Showbiz,train
article_1388,1,Clickbait,VnExpress,Other,2817,Giải trí & Showbiz,train
article_1393,1,Clickbait,VnExpress,Other,2818,Giải trí & Showbiz,train
article_1394,1,Clickbait,VnExpress,Other,2819,Giải trí & Showbiz,train
article_1407,1,Clickbait,VnExpress,Other,2820,Giải trí & Showbiz,train
article_1410,1,Clickbait,VnExpress,Other,2821,Giải trí & Showbiz,train
article_1431,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2822,Giải trí & Showbiz,train
article_1432,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2823,Giải trí & Showbiz,train
article_1438,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2824,Giải trí & Showbiz,train
article_1440,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2825,Giải trí & Showbiz,train
article_1442,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2826,Giải trí & Showbiz,train
article_1443,1,Clickbait,Tuổi Trẻ,Other,2827,Giải trí & Showbiz,train
article_1444,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2828,Giải trí & Showbiz,train
article_1446,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2829,Giải trí & Showbiz,train
article_1448,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2830,Giải trí & Showbiz,train
article_1449,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2831,Giải trí & Showbiz,train
article_1450,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2832,Giải trí & Showbiz,train
article_1451,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2833,Giải trí & Showbiz,train
article_1453,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2834,Giải trí & Showbiz,train
article_1454,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2835,Giải trí & Showbiz,train
article_1455,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2836,Giải trí & Showbiz,train
article_1458,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2837,Giải trí & Showbiz,train
article_1459,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2838,Giải trí & Showbiz,train
article_1460,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2839,Giải trí & Showbiz,train
article_1461,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2840,Giải trí & Showbiz,train
article_1462,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2841,Giải trí & Showbiz,train
article_1463,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2842,Giải trí & Showbiz,train
article_1465,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2843,Giải trí & Showbiz,train
article_1466,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2844,Giải trí & Showbiz,train
article_1467,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2845,Giải trí & Showbiz,train
article_1471,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2846,Giải trí & Showbiz,train
article_1473,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2847,Giải trí & Showbiz,train
article_1474,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2848,Giải trí & Showbiz,train
article_1484,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2849,Giải trí & Showbiz,train
article_1489,1,Clickbait,Thanh Niên,Other,2850,Giải trí & Showbiz,train
article_1490,1,Clickbait,Thanh Niên,Other,2851,Giải trí & Showbiz,train
article_1491,1,Clickbait,Thanh Niên,Other,2852,Giải trí & Showbiz,train
article_1492,1,Clickbait,Thanh Niên,Other,2853,Giải trí & Showbiz,train
article_1494,0,Non-clickbait,Thanh Niên,Other,2854,Giải trí & Showbiz,train
article_1535,1,Clickbait,Kênh14,Other,2855,Giải trí & Showbiz,train
article_1541,1,Clickbait,SaoStar,Thể thao,2856,Giải trí & Showbiz,train
article_1552,1,Clickbait,SaoStar,Thể thao,2857,Giải trí & Showbiz,train
article_1553,1,Clickbait,SaoStar,Thể thao,2858,Giải trí & Showbiz,train
article_1556,1,Clickbait,SaoStar,Thể thao,2859,Giải trí & Showbiz,train
article_1566,1,Clickbait,SaoStar,Thể thao,2860,Giải trí & Showbiz,train
article_1570,1,Clickbait,24h,Thể thao,2861,Giải trí & Showbiz,train
article_1583,0,Non-clickbait,24h,Thể thao,2862,Giải trí & Showbiz,train
article_1584,0,Non-clickbait,24h,Thể thao,2863,Giải trí & Showbiz,train
article_1585,0,Non-clickbait,24h,Thể thao,2864,Giải trí & Showbiz,train
article_1597,1,Clickbait,24h,Thể thao,2865,Giải trí & Showbiz,train
article_1598,1,Clickbait,24h,Thể thao,2866,Giải trí & Showbiz,train
article_1600,1,Clickbait,24h,Thể thao,2867,Giải trí & Showbiz,train
article_1606,1,Clickbait,24h,Thể thao,2868,Giải trí & Showbiz,train
article_1607,1,Clickbait,24h,Thể thao,2869,Giải trí & Showbiz,train
article_1619,1,Clickbait,24h,Thể thao,2870,Giải trí & Showbiz,train
article_1622,1,Clickbait,24h,Thể thao,2871,Giải trí & Showbiz,train
article_1623,1,Clickbait,24h,Thể thao,2872,Giải trí & Showbiz,train
article_1624,1,Clickbait,24h,Thể thao,2873,Giải trí & Showbiz,train
article_1628,1,Clickbait,24h,Thể thao,2874,Giải trí & Showbiz,train
article_1630,1,Clickbait,24h,Thể thao,2875,Giải trí & Showbiz,train
article_1634,1,Clickbait,Báo Mới,Other,2876,Giải trí & Showbiz,train
article_1683,1,Clickbait,Báo Mới,Giáo dục & Học đường,2877,Giải trí & Showbiz,train
article_1705,1,Clickbait,VnExpress,Thể thao,2878,Giải trí & Showbiz,train
article_1727,0,Non-clickbait,VnExpress,Thể thao,2879,Giải trí & Showbiz,train
article_1730,0,Non-clickbait,VnExpress,Thể thao,2880,Giải trí & Showbiz,train
article_1747,0,Non-clickbait,VnExpress,Thể thao,2881,Giải trí & Showbiz,train
article_1761,1,Clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2882,Giải trí & Showbiz,train
article_1782,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2883,Giải trí & Showbiz,train
article_1785,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2884,Giải trí & Showbiz,train
article_1788,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2885,Giải trí & Showbiz,train
article_1789,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2886,Giải trí & Showbiz,train
article_1790,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2887,Giải trí & Showbiz,train
article_1796,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2888,Giải trí & Showbiz,train
article_1797,1,Clickbait,Thanh Niên,Other,2889,Giải trí & Showbiz,train
article_1804,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2890,Giải trí & Showbiz,train
article_1808,1,Clickbait,Thanh Niên,Giáo dục & Học đường,2891,Giải trí & Showbiz,train
article_1821,1,Clickbait,Thanh Niên,Other,2892,Giải trí & Showbiz,train
article_1828,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2893,Giải trí & Showbiz,train
article_1830,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2894,Giải trí & Showbiz,train
article_1839,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2895,Giải trí & Showbiz,train
article_1846,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2896,Giải trí & Showbiz,train
article_1847,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2897,Giải trí & Showbiz,train
article_1853,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2898,Giải trí & Showbiz,train
article_1854,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2899,Giải trí & Showbiz,train
article_1865,1,Clickbait,Kênh14,Giáo dục & Học đường,2900,Giải trí & Showbiz,train
article_1866,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2901,Giải trí & Showbiz,train
article_1867,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2902,Giải trí & Showbiz,train
article_1868,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2903,Giải trí & Showbiz,train
article_1869,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2904,Giải trí & Showbiz,train
article_1870,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2905,Giải trí & Showbiz,train
article_1874,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2906,Giải trí & Showbiz,train
