id,label,label_str,source,category,publish_dt,split
article_3652,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-20 07:52:38.000,train
article_2789,1,Clickbait,VnExpress,Other,2025-06-20 07:53:00.000,train
article_2408,0,Non-clickbait,24h,Other,2025-06-20 08:00:00.000,train
article_2952,1,Clickbait,24h,Other,2025-06-20 08:00:00.000,train
article_2051,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,2025-06-20 08:02:00.000,train
article_0596,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 08:14:00.000,train
article_0595,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 08:18:00.000,train
article_0136,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 08:19:00.000,train
article_3049,0,Non-clickbait,VnExpress,Other,2025-06-20 08:20:00.000,train
article_1566,1,Clickbait,SaoStar,Thể thao,2025-06-20 08:24:43.147,train
article_2551,0,Non-clickbait,Tuổi Trẻ,Thể thao,2025-06-20 08:25:35.000,train
article_0594,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 08:26:00.000,train
article_2511,0,Non-clickbait,VnExpress,Other,2025-06-20 08:27:00.000,train
article_0722,1,Clickbait,SaoStar,Quốc tế,2025-06-20 08:30:00.000,train
article_0851,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-20 08:30:00.000,train
article_1012,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-06-20 08:39:00.000,train
article_1770,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2025-06-20 08:39:25.000,train
article_2868,0,Non-clickbait,Thanh Niên,Other,2025-06-20 08:42:00.000,train
article_2623,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 08:47:00.000,train
article_3087,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-20 08:52:20.000,train
article_0037,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 08:54:00.000,train
article_2787,1,Clickbait,VnExpress,Other,2025-06-20 09:00:00.000,train
article_0081,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 09:02:00.000,train
article_0604,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 09:05:00.000,train
article_0859,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-20 09:06:00.000,train
article_0593,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 09:17:00.000,train
article_2245,1,Clickbait,VnExpress,Other,2025-06-20 09:23:00.000,train
article_0036,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 09:26:00.000,train
article_0592,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 09:26:00.000,train
article_2096,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-20 09:31:00.000,train
article_2510,0,Non-clickbait,VnExpress,Other,2025-06-20 09:34:00.000,train
article_1565,0,Non-clickbait,SaoStar,Thể thao,2025-06-20 09:38:46.754,train
article_1455,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-20 09:49:00.000,train
article_0035,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 09:56:00.000,train
article_2050,0,Non-clickbait,Thanh Niên,Other,2025-06-20 09:59:00.000,train
article_0745,0,Non-clickbait,24h,Chính trị & An ninh,2025-06-20 09:59:34.000,train
article_1125,0,Non-clickbait,VnExpress,Other,2025-06-20 10:00:00.000,train
article_3790,0,Non-clickbait,24h,Giáo dục & Học đường,2025-06-20 10:00:00.000,train
article_2101,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-20 10:02:00.000,train
article_0611,0,Non-clickbait,Tuổi Trẻ,Other,2025-06-20 10:07:11.000,train
article_0034,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 10:19:00.000,train
article_2617,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 10:20:00.000,train
article_2244,0,Non-clickbait,VnExpress,Other,2025-06-20 10:29:00.000,train
article_2359,1,Clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-20 10:32:00.000,train
article_2363,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-20 10:34:00.000,train
article_2361,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-20 10:38:00.000,train
article_0591,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 10:47:00.000,train
article_3224,1,Clickbait,24h,Giải trí & Showbiz,2025-06-20 11:00:00.000,train
article_0610,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-20 11:01:26.000,train
article_0590,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 11:17:00.000,train
article_0080,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 11:33:00.000,train
article_2251,0,Non-clickbait,VnExpress,Other,2025-06-20 11:33:00.000,train
article_2100,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-20 11:40:00.000,train
article_3651,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-20 11:40:11.000,train
article_0121,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:44:00.000,train
article_0129,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:45:00.000,train
article_0135,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 11:54:00.000,train
article_0689,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-20 11:54:00.000,train
article_0688,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-20 11:57:00.000,train
article_0850,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-20 12:00:00.000,train
article_1170,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-20 12:00:00.000,train
article_1446,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2025-06-20 12:00:00.000,train
article_2957,1,Clickbait,24h,Other,2025-06-20 12:00:00.000,train
article_0849,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-20 12:05:00.000,train
article_0721,1,Clickbait,SaoStar,Quốc tế,2025-06-20 12:15:00.000,train
article_2119,1,Clickbait,SaoStar,Giáo dục & Học đường,2025-06-20 12:18:49.114,train
article_2898,1,Clickbait,VietNamNet,Xe & Vận tải,2025-06-20 12:19:00.000,train
article_3048,0,Non-clickbait,VnExpress,Other,2025-06-20 12:30:00.000,train
article_3676,0,Non-clickbait,24h,Thể thao,2025-06-20 12:31:00.000,train
article_2786,1,Clickbait,VnExpress,Other,2025-06-20 12:37:00.000,train
article_0589,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 12:50:00.000,train
article_0588,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 13:00:00.000,train
article_0848,1,Clickbait,VnExpress,Công nghệ & Khoa học,2025-06-20 13:00:00.000,train
article_0684,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-20 13:01:00.000,train
article_3383,0,Non-clickbait,Thanh Niên,Other,2025-06-20 13:04:00.000,train
article_1787,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,2025-06-20 13:10:00.000,train
article_3382,0,Non-clickbait,Thanh Niên,Other,2025-06-20 13:14:00.000,train
article_2509,1,Clickbait,VnExpress,Other,2025-06-20 13:18:00.000,train
article_1231,1,Clickbait,Thanh Niên,Other,2025-06-20 13:20:00.000,train
article_1314,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-06-20 13:25:00.000,train
article_2572,0,Non-clickbait,Thanh Niên,Giải trí & Showbiz,2025-06-20 13:30:00.000,train
article_0210,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-20 13:39:00.000,train
article_1488,0,Non-clickbait,Thanh Niên,Other,2025-06-20 13:39:00.000,train
article_2785,1,Clickbait,VnExpress,Other,2025-06-20 13:41:00.000,train
article_3795,0,Non-clickbait,24h,Giáo dục & Học đường,2025-06-20 13:43:26.000,train
article_0612,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-20 13:47:23.000,train
article_1819,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,2025-06-20 14:00:00.000,train
article_3123,1,Clickbait,Thanh Niên,Other,2025-06-20 14:03:00.000,train
article_0033,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 14:04:00.000,train
article_2243,0,Non-clickbait,VnExpress,Other,2025-06-20 14:13:00.000,train
article_3122,1,Clickbait,Thanh Niên,Other,2025-06-20 14:25:00.000,train
article_0609,0,Non-clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-20 14:41:49.000,train
article_2297,0,Non-clickbait,Thanh Niên,Văn hóa & Nghệ thuật,2025-06-20 14:58:00.000,train
article_1276,0,Non-clickbait,SaoStar,Giải trí & Showbiz,2025-06-20 15:00:58.613,train
article_1172,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-20 15:08:18.000,train
article_0209,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-20 15:13:05.000,train
article_2117,0,Non-clickbait,SaoStar,Giáo dục & Học đường,2025-06-20 16:16:18.657,train
article_3190,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-20 16:37:17.000,train
article_0455,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-20 16:39:29.931,train
article_0031,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:00:00.000,train
article_0032,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:00:00.000,train
article_0584,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 17:00:00.000,train
article_2242,0,Non-clickbait,VnExpress,Other,2025-06-20 17:00:00.000,train
article_1426,0,Non-clickbait,VnExpress,Other,2025-06-20 17:04:00.000,train
article_1909,0,Non-clickbait,24h,Thể thao,2025-06-20 17:07:00.000,train
article_3304,1,Clickbait,VnExpress,Other,2025-06-20 17:09:00.000,train
article_0030,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 17:10:00.000,train
article_0583,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-20 17:10:00.000,train
article_1999,0,Non-clickbait,VnExpress,Other,2025-06-20 17:12:00.000,train
article_0744,0,Non-clickbait,24h,Chính trị & An ninh,2025-06-20 17:30:00.000,train
article_1898,0,Non-clickbait,24h,Thể thao,2025-06-20 17:39:00.000,train
article_1916,0,Non-clickbait,24h,Thể thao,2025-06-20 18:00:00.000,train
article_2955,1,Clickbait,24h,Other,2025-06-20 18:00:00.000,train
article_3668,1,Clickbait,24h,Thể thao,2025-06-20 20:10:00.000,train
article_1454,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-20 21:00:00.000,train
article_3038,0,Non-clickbait,VnExpress,Other,2025-06-20 21:01:00.000,train
article_1485,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-20 21:07:00.000,train
article_3039,0,Non-clickbait,VnExpress,Other,2025-06-20 21:55:00.000,train
article_0131,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-20 22:00:00.000,train
article_1044,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-06-20 22:00:00.000,train
article_1317,1,Clickbait,24h,Kinh doanh & Kinh tế,2025-06-20 22:00:00.000,train
article_3719,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-20 22:00:00.000,train
article_1255,1,Clickbait,VietNamNet,Giáo dục & Học đường,2025-06-20 22:10:00.000,train
article_0682,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-20 22:30:00.000,train
article_0687,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-20 22:33:00.000,train
article_3137,1,Clickbait,VietNamNet,Other,2025-06-20 22:33:00.000,train
article_2098,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-20 22:38:00.000,train
article_2782,1,Clickbait,VnExpress,Other,2025-06-20 22:53:00.000,train
article_1564,1,Clickbait,SaoStar,Thể thao,2025-06-20 22:55:00.000,train
article_0846,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-20 22:59:00.000,train
article_0029,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-20 23:00:00.000,train
article_0262,0,Non-clickbait,Báo Mới,Thể thao,2025-06-20 23:00:00.000,train
article_0454,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-20 23:00:00.000,train
article_0486,0,Non-clickbait,24h,Quốc tế,2025-06-20 23:00:00.000,train
article_0720,1,Clickbait,SaoStar,Quốc tế,2025-06-20 23:00:00.000,train
article_1842,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-20 23:00:00.000,train
article_2095,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-20 23:00:00.000,train
article_2781,0,Non-clickbait,VnExpress,Other,2025-06-20 23:00:00.000,train
article_3037,0,Non-clickbait,VnExpress,Other,2025-06-20 23:00:00.000,train
article_2897,1,Clickbait,VietNamNet,Xe & Vận tải,2025-06-20 23:05:00.000,train
article_2018,0,Non-clickbait,Tuổi Trẻ,Văn hóa & Nghệ thuật,2025-06-20 23:06:11.000,train
article_0453,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-20 23:15:00.000,train
article_1004,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-20 23:15:00.000,train
article_0176,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-20 23:30:00.000,train
article_0452,0,Non-clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-20 23:30:00.000,train
article_0719,1,Clickbait,SaoStar,Quốc tế,2025-06-20 23:30:00.000,train
article_1003,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-20 23:30:00.000,train
article_0079,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-20 23:36:00.000,train
article_0718,1,Clickbait,SaoStar,Quốc tế,2025-06-21 00:00:00.000,train
article_0845,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-21 00:00:00.000,train
article_1002,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 00:00:00.000,train
article_1039,0,Non-clickbait,24h,Kinh doanh & Kinh tế,2025-06-21 00:00:00.000,train
article_1424,0,Non-clickbait,VnExpress,Other,2025-06-21 00:00:00.000,train
article_1767,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-06-21 00:00:00.000,train
article_2241,0,Non-clickbait,VnExpress,Other,2025-06-21 00:00:00.000,train
article_0175,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 00:00:10.407,train
article_1815,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,2025-06-21 00:10:00.000,train
article_1563,1,Clickbait,SaoStar,Thể thao,2025-06-21 00:10:07.444,train
article_0743,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-21 00:12:10.000,train
article_1275,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 00:20:37.337,train
article_1274,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 00:22:02.401,train
article_2116,0,Non-clickbait,SaoStar,Giáo dục & Học đường,2025-06-21 00:30:00.000,train
article_1818,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,2025-06-21 00:31:00.000,train
article_3360,0,Non-clickbait,Tuổi Trẻ,Sức khỏe & Đời sống,2025-06-21 00:38:24.000,train
article_1169,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-21 00:42:58.000,train
article_0686,1,Clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-21 00:48:00.000,train
article_2313,1,Clickbait,Thanh Niên,Other,2025-06-21 00:55:00.000,train
article_2609,0,Non-clickbait,Thanh Niên,Other,2025-06-21 00:56:00.000,train
article_0071,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 01:00:00.000,train
article_1171,0,Non-clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-21 01:00:00.000,train
article_2143,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-21 01:00:00.000,train
article_3302,1,Clickbait,VnExpress,Other,2025-06-21 01:00:00.000,train
article_3565,0,Non-clickbait,24h,Xe & Vận tải,2025-06-21 01:00:00.000,train
article_0174,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 01:00:44.150,train
article_1484,1,Clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-21 01:09:00.000,train
article_3120,0,Non-clickbait,Thanh Niên,Other,2025-06-21 01:09:00.000,train
article_3086,1,Clickbait,Tuổi Trẻ,Other,2025-06-21 01:09:40.000,train
article_2598,1,Clickbait,Thanh Niên,Other,2025-06-21 01:16:00.000,train
article_3718,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-21 01:17:35.000,train
article_1786,0,Non-clickbait,Thanh Niên,Giáo dục & Học đường,2025-06-21 01:35:00.000,train
article_0451,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-21 01:44:33.139,train
article_3532,0,Non-clickbait,VietNamNet,Other,2025-06-21 01:45:00.000,train
article_0074,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-21 01:46:00.000,train
article_0028,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 01:48:00.000,train
article_0582,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-21 01:49:00.000,train
article_2006,0,Non-clickbait,VnExpress,Other,2025-06-21 01:52:00.000,train
article_2049,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,2025-06-21 01:52:00.000,train
article_3119,0,Non-clickbait,Thanh Niên,Other,2025-06-21 01:59:00.000,train
article_0844,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-21 02:00:00.000,train
article_1001,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 02:00:00.000,train
article_2093,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-21 02:00:00.000,train
article_2954,1,Clickbait,24h,Other,2025-06-21 02:00:00.000,train
article_3099,0,Non-clickbait,Thanh Niên,Other,2025-06-21 02:00:00.000,train
article_3531,0,Non-clickbait,VietNamNet,Other,2025-06-21 02:00:00.000,train
article_1846,1,Clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-21 02:01:00.000,train
article_2353,1,Clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-21 02:01:00.000,train
article_1118,0,Non-clickbait,VnExpress,Other,2025-06-21 02:02:00.000,train
article_1765,0,Non-clickbait,Tuổi Trẻ,Du lịch & Ẩm thực,2025-06-21 02:03:28.000,train
article_2376,0,Non-clickbait,SaoStar,Kinh doanh & Kinh tế,2025-06-21 02:05:36.805,train
article_0173,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 02:05:58.398,train
article_2506,0,Non-clickbait,VnExpress,Other,2025-06-21 02:06:00.000,train
article_3415,0,Non-clickbait,VietNamNet,Du lịch & Ẩm thực,2025-06-21 02:06:00.000,train
article_0208,0,Non-clickbait,24h,Tin tức tổng hợp,2025-06-21 02:09:00.000,train
article_0581,1,Clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-21 02:09:00.000,train
article_1757,0,Non-clickbait,VnExpress,Thể thao,2025-06-21 02:09:00.000,train
article_0377,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-21 02:16:00.000,train
article_2358,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-21 02:27:00.000,train
article_0717,1,Clickbait,SaoStar,Quốc tế,2025-06-21 02:30:00.000,train
article_2355,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-21 02:30:00.000,train
article_2362,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-21 02:30:00.000,train
article_2895,1,Clickbait,VietNamNet,Xe & Vận tải,2025-06-21 02:44:00.000,train
article_2896,1,Clickbait,VietNamNet,Xe & Vận tải,2025-06-21 02:45:00.000,train
article_2811,0,Non-clickbait,Tuổi Trẻ,Giáo dục & Học đường,2025-06-21 02:49:18.000,train
article_0608,1,Clickbait,Tuổi Trẻ,Chính trị & An ninh,2025-06-21 02:52:37.000,train
article_0580,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-21 02:53:00.000,train
article_1561,1,Clickbait,SaoStar,Thể thao,2025-06-21 02:54:24.780,train
article_0482,1,Clickbait,24h,Quốc tế,2025-06-21 03:00:00.000,train
article_1295,1,Clickbait,24h,Other,2025-06-21 03:00:00.000,train
article_1423,0,Non-clickbait,VnExpress,Other,2025-06-21 03:00:00.000,train
article_2508,0,Non-clickbait,VnExpress,Other,2025-06-21 03:00:00.000,train
article_2780,1,Clickbait,VnExpress,Other,2025-06-21 03:03:00.000,train
article_3672,0,Non-clickbait,24h,Thể thao,2025-06-21 03:03:00.000,train
article_2784,0,Non-clickbait,VnExpress,Other,2025-06-21 03:05:00.000,train
article_1483,0,Non-clickbait,Thanh Niên,Sức khỏe & Đời sống,2025-06-21 03:06:00.000,train
article_3709,1,Clickbait,24h,Sức khỏe & Đời sống,2025-06-21 03:06:28.000,train
article_3227,1,Clickbait,24h,Giải trí & Showbiz,2025-06-21 03:14:13.000,train
article_3118,1,Clickbait,Thanh Niên,Other,2025-06-21 03:15:00.000,train
article_2005,0,Non-clickbait,VnExpress,Other,2025-06-21 03:19:00.000,train
article_2088,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-21 03:20:00.000,train
article_1273,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 03:24:00.045,train
article_0133,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 03:27:00.000,train
article_0078,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 03:28:00.000,train
article_1436,1,Clickbait,Tuổi Trẻ,Xe & Vận tải,2025-06-21 03:28:00.000,train
article_2004,0,Non-clickbait,VnExpress,Other,2025-06-21 03:29:00.000,train
article_1121,0,Non-clickbait,VnExpress,Other,2025-06-21 03:30:00.000,train
article_1179,1,Clickbait,Tuổi Trẻ,Công nghệ & Khoa học,2025-06-21 03:32:00.000,train
article_0172,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 03:32:16.869,train
article_2048,1,Clickbait,Thanh Niên,Other,2025-06-21 03:33:00.000,train
article_2240,0,Non-clickbait,VnExpress,Other,2025-06-21 03:34:00.000,train
article_2550,1,Clickbait,Tuổi Trẻ,Thể thao,2025-06-21 03:41:39.000,train
article_0027,0,Non-clickbait,VnExpress,Tin tức tổng hợp,2025-06-21 03:42:00.000,train
article_1759,0,Non-clickbait,VnExpress,Thể thao,2025-06-21 03:42:00.000,train
article_1559,0,Non-clickbait,SaoStar,Thể thao,2025-06-21 03:46:34.011,train
article_2007,0,Non-clickbait,VnExpress,Other,2025-06-21 03:49:00.000,train
article_3381,0,Non-clickbait,Thanh Niên,Other,2025-06-21 03:58:00.000,train
article_0847,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-21 03:59:00.000,train
article_0481,1,Clickbait,24h,Quốc tế,2025-06-21 04:00:00.000,train
article_0587,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-21 04:00:00.000,train
article_0841,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-21 04:00:00.000,train
article_1235,0,Non-clickbait,Thanh Niên,Other,2025-06-21 04:00:00.000,train
article_2003,0,Non-clickbait,VnExpress,Other,2025-06-21 04:00:00.000,train
article_1998,1,Clickbait,VnExpress,Other,2025-06-21 04:03:00.000,train
article_2505,0,Non-clickbait,VnExpress,Other,2025-06-21 04:03:00.000,train
article_0450,1,Clickbait,SaoStar,Sức khỏe & Đời sống,2025-06-21 04:14:29.616,train
article_0171,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 04:15:06.862,train
article_3189,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-21 04:16:36.000,train
article_1000,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 04:16:56.060,train
article_0376,0,Non-clickbait,Thanh Niên,Tin tức tổng hợp,2025-06-21 04:18:00.000,train
article_2779,1,Clickbait,VnExpress,Other,2025-06-21 04:20:00.000,train
article_0843,0,Non-clickbait,VnExpress,Công nghệ & Khoa học,2025-06-21 04:31:00.000,train
article_3380,0,Non-clickbait,Thanh Niên,Other,2025-06-21 04:33:00.000,train
article_0716,1,Clickbait,SaoStar,Quốc tế,2025-06-21 04:35:12.703,train
article_0325,0,Non-clickbait,VnExpress,Quốc tế,2025-06-21 04:48:00.000,train
article_0999,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 04:50:47.331,train
article_0742,0,Non-clickbait,24h,Chính trị & An ninh,2025-06-21 04:55:40.000,train
article_0324,0,Non-clickbait,VnExpress,Quốc tế,2025-06-21 04:57:00.000,train
article_2094,0,Non-clickbait,VietNamNet,Sức khỏe & Đời sống,2025-06-21 04:58:00.000,train
article_0170,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 05:00:00.000,train
article_0485,0,Non-clickbait,24h,Quốc tế,2025-06-21 05:00:00.000,train
article_1272,1,Clickbait,SaoStar,Giải trí & Showbiz,2025-06-21 05:00:00.000,train
article_1422,0,Non-clickbait,VnExpress,Other,2025-06-21 05:00:00.000,train
article_2142,1,Clickbait,24h,Công nghệ & Khoa học,2025-06-21 05:00:00.000,train
article_3789,0,Non-clickbait,24h,Giáo dục & Học đường,2025-06-21 05:00:00.000,train
article_0134,0,Non-clickbait,VietNamNet,Chính trị & An ninh,2025-06-21 05:02:00.000,train
article_2047,0,Non-clickbait,Thanh Niên,Du lịch & Ẩm thực,2025-06-21 05:02:00.000,train
article_0212,1,Clickbait,24h,Tin tức tổng hợp,2025-06-21 05:03:28.000,train
article_3369,1,Clickbait,Thanh Niên,Other,2025-06-21 05:04:00.000,train
article_2354,0,Non-clickbait,VietNamNet,Công nghệ & Khoa học,2025-06-21 05:15:00.000,train
article_0681,0,Non-clickbait,VietNamNet,Kinh doanh & Kinh tế,2025-06-21 05:16:00.000,train
article_2315,0,Non-clickbait,Thanh Niên,Other,2025-06-21 05:16:00.000,train
article_1558,0,Non-clickbait,SaoStar,Thể thao,2025-06-21 05:18:11.564,train
article_1725,0,Non-clickbait,VnExpress,Thể thao,2025-06-21 05:34:00.000,train
article_2320,0,Non-clickbait,Thanh Niên,Other,2025-06-21 05:34:00.000,train
article_0323,0,Non-clickbait,VnExpress,Quốc tế,2025-06-21 05:43:00.000,train
article_2239,0,Non-clickbait,VnExpress,Other,2025-06-21 05:43:00.000,train
article_0579,0,Non-clickbait,VnExpress,Kinh doanh & Kinh tế,2025-06-21 05:44:00.000,train
article_1117,1,Clickbait,VnExpress,Other,2025-06-21 05:45:00.000,train
article_1756,0,Non-clickbait,VnExpress,Thể thao,2025-06-21 05:48:00.000,train
article_2861,1,Clickbait,Thanh Niên,Other,2025-06-21 05:53:00.000,train
article_0072,0,Non-clickbait,Thanh Niên,Chính trị & An ninh,2025-06-21 05:54:00.000,train
article_1997,1,Clickbait,VnExpress,Other,2025-06-21 05:57:00.000,train
article_0484,0,Non-clickbait,24h,Quốc tế,2025-06-21 06:00:00.000,train
article_1120,0,Non-clickbait,VnExpress,Other,2025-06-21 06:00:00.000,train
article_2701,1,Clickbait,24h,Other,2025-06-21 06:00:00.000,train
article_0715,1,Clickbait,SaoStar,Quốc tế,2025-06-21 06:05:30.868,train
article_3226,0,Non-clickbait,24h,Giải trí & Showbiz,2025-06-21 06:14:20.000,train
article_2046,1,Clickbait,Thanh Niên,Other,2025-06-21 06:22:00.000,train
